thetas
-1.375431254583053,-0.9467677223960627,-0.7508726244600358,0.2853723188945874,0.7320204336361849,1.2446186964681942
-0.7293662453044863,0.9369089813622536,-1.2541030496814818,0.516881955456079,-1.1529378976938425,-0.37999343856727547
-0.9780655334957433,0.827732663061107,1.2275060569923275,0.4621288726954303,1.0479010567932114,-0.2633943072755476
-1.4806423300553162,-0.8374056305065137,0.7973942801917694,-1.276701269889623,-0.6141901764914853,-0.5982918569647052
course index,average,range
8,1.1410195296768058,21.908557830864098
9,-0.38786349744178583,19.82952486028612
10,3.1539096732863516,18.759
12,495.747970059158,461.526611142461
18,21.958012499999985,460.53999999999996
